City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather Description,"Rain (inches, last 3 hrs)","Snow (inches, last 3 hrs)"
254,San Nicolas,PH,2020-01-17 23:49:48,18.17,120.6,71.6,88,40,4.7,scattered clouds,0.0,0.0
255,Taungdwingyi,MM,2020-01-17 23:49:49,20.02,95.55,60.06,61,0,1.88,clear sky,0.0,0.0
256,Atikokan,CA,2020-01-17 23:49:50,48.76,-91.62,15.19,84,100,10.11,overcast clouds,0.0,0.0
257,Hobyo,SO,2020-01-17 23:49:50,5.35,48.53,74.25,67,5,16.33,clear sky,0.0,0.0
258,Kansk,RU,2020-01-17 23:49:51,56.2,95.72,19.33,91,100,22.06,light snow,0.0,0.56
259,Mahanoro,MG,2020-01-17 23:49:52,-19.9,48.8,78.73,86,100,21.34,light rain,0.44,0.0
260,Quelimane,MZ,2020-01-17 23:49:52,-17.88,36.89,79.99,89,100,3.58,light rain,0.44,0.0
261,Karachi,PK,2020-01-17 23:45:44,24.91,67.08,48.2,45,0,5.82,clear sky,0.0,0.0
262,Acapulco,MX,2020-01-17 23:46:02,16.86,-99.89,86.0,70,75,4.7,broken clouds,0.0,0.0
263,Riyadh,SA,2020-01-17 23:46:31,24.69,46.72,57.2,40,0,9.17,clear sky,0.0,0.0
264,Whitecourt,CA,2020-01-17 23:49:55,54.15,-115.69,-14.8,62,40,10.29,scattered clouds,0.0,0.0
265,Hendek,TR,2020-01-17 23:49:56,40.8,30.75,42.8,100,75,3.36,light rain,0.0,0.0
266,Kaeo,NZ,2020-01-17 23:49:56,-35.1,173.78,86.0,52,0,1.99,clear sky,0.0,0.0
267,Broome,US,2020-01-17 23:49:57,42.25,-75.83,14.0,84,1,6.2,clear sky,0.0,0.0
268,Robertson,US,2020-01-17 23:49:58,36.52,-86.87,44.6,48,90,5.82,overcast clouds,0.0,0.0
269,Fushun,CN,2020-01-17 23:49:58,41.86,123.92,1.4,77,17,2.24,smoke,0.0,0.0
270,Isangel,VU,2020-01-17 23:49:59,-19.55,169.27,84.2,74,75,6.93,broken clouds,0.0,0.0
271,Bismarck,US,2020-01-17 23:46:06,46.81,-100.78,26.6,92,90,24.16,mist,0.0,0.0
272,Kyzyl-Mazhalyk,RU,2020-01-17 23:50:01,51.13,90.6,-2.6,91,100,1.07,overcast clouds,0.0,0.0
273,Itaborai,BR,2020-01-17 23:50:01,-22.74,-42.86,75.2,78,90,8.05,light rain,0.0,0.0
274,Mount Isa,AU,2020-01-17 23:50:02,-20.73,139.5,89.6,15,0,12.75,clear sky,0.0,0.0
275,Mount Gambier,AU,2020-01-17 23:45:17,-37.83,140.77,66.2,68,90,8.05,overcast clouds,0.0,0.0
276,Petropavlovsk-Kamchatskiy,RU,2020-01-17 23:43:48,53.05,158.65,5.0,77,20,6.71,few clouds,0.0,0.0
277,Tokur,RU,2020-01-17 23:50:05,53.13,132.9,-14.8,96,100,1.66,overcast clouds,0.0,0.0
278,Mocajuba,BR,2020-01-17 23:50:06,-2.58,-49.51,77.74,86,94,5.14,light rain,0.19,0.0
279,Itanhaem,BR,2020-01-17 23:50:06,-24.18,-46.79,62.6,93,75,13.87,broken clouds,0.0,0.0
280,Axim,GH,2020-01-17 23:49:06,4.87,-2.24,78.17,88,0,3.56,clear sky,0.0,0.0
281,San Pedro,PH,2020-01-17 23:50:08,14.35,121.02,78.8,83,40,4.7,scattered clouds,0.0,0.0
282,Shenjiamen,CN,2020-01-17 23:50:10,29.96,122.3,42.91,72,100,21.52,overcast clouds,0.0,0.0
283,Terney,RU,2020-01-17 23:50:10,45.05,136.61,9.25,62,0,5.41,clear sky,0.0,0.0
284,Vila Velha,BR,2020-01-17 23:48:09,-20.33,-40.29,80.6,83,75,5.82,broken clouds,0.0,0.0
285,Atambua,ID,2020-01-17 23:50:11,-9.11,124.89,81.07,78,91,1.81,light rain,0.25,0.0
286,Khartoum,SD,2020-01-17 23:50:12,15.55,32.53,66.2,25,37,12.75,scattered clouds,0.0,0.0
287,Leningradskiy,RU,2020-01-17 23:44:10,69.38,178.42,-5.48,99,100,9.06,overcast clouds,0.0,0.0
288,Puerto El Triunfo,SV,2020-01-17 23:50:13,13.28,-88.55,91.4,55,20,4.7,few clouds,0.0,0.0
289,High Level,CA,2020-01-17 23:50:14,58.52,-117.14,-16.6,68,90,8.05,light snow,0.0,0.0
290,Bilibino,RU,2020-01-17 23:50:14,68.05,166.44,-25.28,89,6,3.18,clear sky,0.0,0.0
291,Barao De Cocais,BR,2020-01-17 23:50:15,-19.95,-43.49,75.2,73,75,9.17,broken clouds,0.0,0.0
292,Airai,TL,2020-01-17 23:44:21,-8.93,125.41,75.76,77,73,1.54,broken clouds,0.0,0.0
293,Yeniseysk,RU,2020-01-17 23:50:16,58.45,92.17,22.19,92,100,10.45,light snow,0.0,0.38
294,Smithers,CA,2020-01-17 23:50:17,54.78,-127.17,1.4,59,90,6.93,overcast clouds,0.0,0.0
295,Clyde River,CA,2020-01-17 23:50:18,70.47,-68.59,-18.4,75,40,8.05,scattered clouds,0.0,0.0
296,Opuwo,NA,2020-01-17 23:50:18,-18.06,13.84,71.82,61,58,11.83,broken clouds,0.0,0.0
297,San Isidro,PE,2020-01-17 23:50:19,-12.12,-77.05,73.4,78,40,17.22,scattered clouds,0.0,0.0
298,Aksu,CN,2020-01-17 23:50:19,41.12,80.26,18.73,80,0,2.04,clear sky,0.0,0.0
299,Maniitsoq,GL,2020-01-17 23:50:20,65.42,-52.9,13.89,46,96,6.31,overcast clouds,0.0,0.0
300,Castelo Do Piaui,BR,2020-01-17 23:50:20,-5.32,-41.55,74.05,89,95,4.38,light rain,0.31,0.0
301,Gat,IL,2020-01-17 23:50:21,31.61,34.76,57.2,82,40,5.82,scattered clouds,0.0,0.0
302,Ahipara,NZ,2020-01-17 23:50:22,-35.17,173.17,86.0,52,0,1.99,clear sky,0.0,0.0
303,Moree,AU,2020-01-17 23:50:22,-29.47,149.85,73.4,78,90,6.93,overcast clouds,0.0,0.0
304,Haines Junction,CA,2020-01-17 23:50:23,60.75,-137.51,-22.9,87,0,3.8,clear sky,0.0,0.0
305,Cockburn Town,TC,2020-01-17 23:50:24,21.46,-71.14,76.46,72,0,20.42,clear sky,0.0,0.0
306,Akyab,MM,2020-01-17 23:50:24,20.15,92.9,65.77,66,0,5.01,clear sky,0.0,0.0
307,Fortuna,US,2020-01-17 23:43:40,40.6,-124.16,51.8,53,90,4.7,overcast clouds,0.0,0.0
308,Amursk,RU,2020-01-17 23:50:25,50.23,136.9,-4.45,98,100,5.39,overcast clouds,0.0,0.0
309,Itarema,BR,2020-01-17 23:50:26,-2.92,-39.92,77.61,88,100,2.33,overcast clouds,0.0,0.0
310,Inhambane,MZ,2020-01-17 23:50:26,-23.86,35.38,82.17,82,41,10.27,scattered clouds,0.0,0.0
311,Klaksvik,FO,2020-01-17 23:50:27,62.23,-6.59,41.0,80,100,26.4,light rain,0.0,0.0
312,Makakilo City,US,2020-01-17 23:50:27,21.35,-158.09,78.8,73,90,23.04,haze,0.0,0.0
313,Dubti,ET,2020-01-17 23:50:28,11.74,41.09,65.12,62,0,3.18,clear sky,0.0,0.0
314,Mae Sai,TH,2020-01-17 23:50:29,20.43,99.88,57.99,100,0,2.24,clear sky,0.0,0.0
315,Sao Filipe,CV,2020-01-17 23:50:30,14.9,-24.5,70.41,73,1,16.13,clear sky,0.0,0.0
316,Freetown,SL,2020-01-17 23:50:30,8.48,-13.23,72.0,85,0,0.31,clear sky,0.0,0.0
